Timestamp,Device Type,Channel,Type,Value
2024-11-03 17:28:52,DI-245,2,K,-199.99782400000004
2024-11-03 17:28:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:28:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:28:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:28:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:29:52,DI-245,2,K,25.28573199999994
2024-11-03 17:29:52,DI-245,2,K,-199.99782400000004
2024-11-03 17:29:52,DI-245,2,K,-199.99782400000004
2024-11-03 17:29:52,DI-245,2,K,-199.99782400000004
2024-11-03 17:29:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:29:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:29:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:29:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:30:53,DI-245,2,K,25.28573199999994
2024-11-03 17:30:53,DI-245,2,K,-199.99782400000004
2024-11-03 17:30:53,DI-245,2,K,-199.99782400000004
2024-11-03 17:30:53,DI-245,2,K,-199.99782400000004
2024-11-03 17:30:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:30:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:30:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:30:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:31:53,DI-245,2,K,25.28573199999994
2024-11-03 17:31:53,DI-245,2,K,-199.99782400000004
2024-11-03 17:31:53,DI-245,2,K,-199.99782400000004
2024-11-03 17:31:53,DI-245,2,K,-199.99782400000004
2024-11-03 17:31:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:31:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:31:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:31:54,DI-245,1,K,-199.99782400000004
2024-11-03 17:32:54,DI-245,2,K,25.28573199999994
2024-11-03 17:32:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:32:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:32:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:32:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:32:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:32:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:32:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:33:54,DI-245,2,K,25.28573199999994
2024-11-03 17:33:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:33:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:33:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:33:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:33:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:33:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:33:55,DI-245,1,K,-199.99782400000004
2024-11-03 17:34:54,DI-245,2,K,25.28573199999994
2024-11-03 17:34:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:34:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:34:54,DI-245,2,K,-199.99782400000004
2024-11-03 17:34:56,DI-245,1,K,-199.99782400000004
2024-11-03 17:34:56,DI-245,1,K,-199.99782400000004
2024-11-03 17:34:56,DI-245,1,K,-199.99782400000004
2024-11-03 17:34:56,DI-245,1,K,-199.99782400000004
